itemNumber,keywords,shortDesc,longDesc,itemType,wearFlags,extraFlags,objAffFlags,Affect0,AffectModifier0,Affect1,AffectModifier1,Affect2,AffectModifier2,value0,value1,value2,value3,lightColor,lightType,lightHours,recipeCreates,recipeRequires1,recipeRequires2,recipeRequires3,aqOrderRequires1,aqOrderRequires2,aqOrderRequires3,aqOrderRequires4,maxContains,currentContains,liquidType,foodSatiation,poisoned,lockType,assignedKey,keyType,picksCurrent,picksMax,affAC,spell,spellLevel,chargesMax,chargesCurrent,weaponSpecial,weaponType,diceNumber,diceSize,damageMin,damageMax,damageAve,gunLicense,bulletsLeft,gunNumber,weight,cost,rent,treasureCoins,subclassPointValue,loadrate,boardReadLvl,boardWriteLvl,boardRemoveLvl,objTimer
33," coin gold"," gold coins"," A pile of gold coins.",MONEY,TAKE,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,0,,10,,,,
32," nothing"," a bit of nothing"," There is a bit of nothing sitting here.",UNDEFINED,TAKE,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,,,10,,,,
31," burlap leggings hose"," burlap leggings"," A pair of filthy burlap leggings have been discarded here.",ARMOR,TAKE LEGS,LIMITED,,DAMROLL,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,20000,5000,,,0,,,,
30," war cloak"," cloak of war"," A brown and green cloak, lies menacingly on the ground.",ARMOR,TAKE ABOUT,LIMITED,,SKILL_PARRY,20,SKILL_BASH,20,,,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,10,20000,5000,,,0,,,,
29," ring endurance"," ring of endurance"," Here lies a pewter elephant-shaped ring.",ARMOR,TAKE FINGER,LIMITED,,HIT,35,MOVE,20,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,15,10000,20000,,,0,,,,
28," bracelet wooden"," wooden bracelet"," An ornate wooden bracelet rests on the ground.",ARMOR,TAKE WRIST,LIMITED,,DAMROLL,1,HIT,25,,,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,10,30000,10000,,,0,,,,
27," sleeves healing"," sleeves of healing"," A pair of pulsating sleeves lie here.",ARMOR,TAKE ARMS,LIMITED,,MANA,15,HITROLL,2,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,4,30000,7000,,,0,,,,
26," hammer crushing pound ouch"," hammer of crushing"," A powerful hammer floats in the air.",WEAPON,TAKE WIELD,LIMITED,,DAMROLL,4,HITROLL,4,,,0,6,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,None,Claw,6,5,10,34,22,,,,17,32000,10000,,,0,,,,
25," girdle ogre power"," girdle of ogre powers"," A heavy, iron-bound girdle has been left here.",ARMOR,TAKE WAIST,LIMITED,,DAMROLL,1,STR,3,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,10,30000,5000,,,0,,,,
24," crown protection"," crown of protection"," A crown surrounded by a powerful sphere lies here.",ARMOR,TAKE HEAD,LIMITED,128,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,5,30000,10000,,,0,,,,
23," bottle champagne"," a champagne bottle"," a champagne bottle has been left here.",LIQUID CONTAINER,TAKE,,,,,,,,,30,30,2,0,,,,,,,,,,,,30,30,beer,,FALSE,,,,,,,,,,,,,,,,,,,,,33,250,1,,,50,,,,
22," champagne glass"," a champagne glass"," a champagne glass has been left here.",LIQUID CONTAINER,TAKE,,,,,,,,,3,3,2,0,,,,,,,,,,,,3,3,beer,,FALSE,,,,,,,,,,,,,,,,,,,,,4,10,1,,,50,,,,
21," cake piece"," a piece of a wedding cake"," a delicious looking piece of wedding cake has been left here.",FOOD,TAKE,,,,,,,,,4,0,0,0,,,,,,,,,,,,,,,4,FALSE,,,,,,,,,,,,,,,,,,,,,1,15,1,,,50,,,,
20," ring wedding"," a silvery wedding ring"," a glinting silver ring has been left here.",ARMOR,TAKE HOLD,,,,,,,,,1,10,2,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,100000,0,,,50,,,,
19," legs"," a pair of someone's legs"," a pair of severed legs are here",WEAPON,TAKE WIELD,ANTI-MORTAL ANTI-RENT LIMITED,,,,,,,,0,10,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,None,Crush,10,10,10,100,55,,,,10,10,10,,,10,,,,
18," lottery machine"," Lottery Machine"," There is a huge lottery machine sitting here just begging to be looked at.",OTHER,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,,,100,,,,
17," lottery ticket"," lottery ticket"," There is a tiny lottery ticket lying here.",TICKET,TAKE,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,10,,,10,,,,
16," corpse"," corpse"," There is a corpse lying here.",CONTAINER,TAKE,,,,,,,,,30000,0,0,0,,,,,,,,,,,,30000,,,,,0,0,,,,,,,,,,,,,,,,,,,10,10,10,,,10,,,,
15," voting machine banana"," The Voting Machine"," The Voting Machine is here, oozing with the essence of democracy.",OTHER,,GLOW HUM DARK NO_DROP,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,100,,,,
14," boots kicker"," a pair of kicker boots"," There is a pair of boots on the ground.",ARMOR,TAKE FEET,GLOW,,SKILL_SNEAK,20,SKILL_KICK,20,,,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,10,10000,100,,,50,,,,
13," guitar"," a guitar"," a guitar is lying on the ground.",MUSICAL,TAKE HOLD,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,500,500,,,100,,,,
12," necklace winner"," a Winner's necklace"," a Winner's necklace is lying on the ground.",ARMOR,TAKE NECK,BLESSED LIMITED,,HIT,50,HITROLL,5,,,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,10,0,0,,,10,,,,
11," bracelet magic"," The magic bracelet"," A beautiful magic bracelet is lying on the ground.",ARMOR,TAKE WRIST,GLOW NO_DROP ANTI-GOOD LIMITED,,MANA,35,HITROLL,-2,,,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,10,0,10000,,,10,,,,
10," ring wedding band"," A gold wedding band"," There is a simple gold band lying here.",WORN,TAKE FINGER,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1000000,0,,,10,,,,
9," statue peace"," Statue of Peace"," A Statue of Peace is standing here.",OTHER,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,,,10,,,,
8," newspaper paper news"," the paper"," The town newspaper lies folded neatly here, waiting to be read.",NOTE,TAKE,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50,5,,,100,,,,
7," silvery bullets"," some silvery bullets"," some silvery bullets is lying on the ground.",BULLET,TAKE,GLOW LIMITED,,,,,,,,0,0,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,0,0,,,10,,,,
6," silvery colt"," a silvery colt.45"," a silvery colt.45 is lying on the ground.",FIRE WEAPON,TAKE HOLD,GLOW DARK INVISIBLE MAGICAL ANTI-MORTAL LIMITED,,,,,,,,6,0,300,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,2,300,600,450,6,0,,15,0,0,,,10,,,,
5," token subclass"," a subclass token"," There is a shiny subclass token laying here.",SC_TOKEN,TAKE,LIMITED,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,,1,10,,,,
4," package"," a small package"," Someone's left a small package here.",CONTAINER,TAKE,,,,,,,,,1000,0,0,0,,,,,,,,,,,,1000,,,,,0,0,,,,,,,,,,,,,,,,,,,6,500,10,,,10,,,,
3," postcard"," a postcard"," a postcard is lying on the ground.",NOTE,TAKE,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,300,5,,,100,,,,
2," rose flower"," a beautiful rose"," a beautiful `brose `qis lying on the ground.",ARMOR,TAKE HEAD HOLD,,,,,,,,,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,0,500,100,,,50,,,,
1," steak"," a steak"," A steak arouses your hunger.",FOOD,TAKE,,,,,,,,,24,0,0,0,,,,,,,,,,,,,,,24,FALSE,,,,,,,,,,,,,,,,,,,,,2,13,2,,,50,,,,
7202," shard soul"," a shimmering soul shard"," A shimmering soul shard, filled with vibrant emerald energy.",OTHER,TAKE,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,50000000,0,,,0,,,,
7201," fragment shard soul"," a soul shard fragment"," A crystalline fragment, radiating with a toxic green glow.",OTHER,TAKE,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,10000000,0,,,10,,,,
7200," key reaper crooked cross x"," the crooked cross key"," An old key, with a strange cross-shaped head has been forgotten here.",KEY,TAKE,,,,,,,,,0,-1,-1,-1,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,101,0,0,,,100,,,,
7198," rotting carcass corpse"," rotting carcass"," Little bits and pieces of an old rotting carcass are floating in the water. ",KEY,TAKE,GLOW,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5,10,10,,,10,,,,
7101," rotted corpse"," A rotten corpse"," The rotted corpse of some unknown animal floats in the water here.",FOOD,TAKE HOLD,,528384,,,,,,,10,0,0,0,,,,,,,,,,,,,,,10,FALSE,,,,,,,,,,,,,,,,,,,,,10,10,10,,,10,,,,
30050," chopsticks chaotic destruction rusty iron antirent"," Chopsticks of Chaotic Destruction"," A pair of rusty chopsticks crafted from dark iron are stuck in the ground here.",2H-WEAPON,TAKE WIELD,HUM DARK EVIL MAGICAL ANTI-RENT LIMITED EQ_DECAY NO_GIVE_MOB NO_TAKE_MOB NO_SCAVENGE,268468256 64,HITROLL,10,DAMROLL,20,HP_REGEN,50,0,3,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,None,Pierce,3,9,23,47,35,,,,13,1,0,,,0,,,,800
30035," recipe modest chopsticks"," A modest recipe for Chopsticks"," A modest recipe for a set of Chopsticks of Chaotic Destruction lies here.",RECIPE,TAKE,,,,,,,,,30050,3030,3025,8005,,,,30050,3030,3025,8005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,50,5,,,0,,,,
30034," recipe chopsticks challenging"," A challenging recipe for Chopsticks"," A challenging recipe for a set of Chopsticks of Chaotic Destruction lies here.",RECIPE,TAKE,,,,,,,,,30050,506,11604,2605,,,,30050,506,11604,2605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,50,5,,,0,,,,
30033," recipe tough boots super dooper swift"," a tough recipe for the Boots of Super Swifliness"," A complicated recipe direct from the stingy gods for a scrumptious item!",RECIPE,TAKE,,,,,,,,,30013,4508,12031,9405,,,,30013,4508,12031,9405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,55555,,,0,,,,
30032," recipe hard cloak caster choice"," a hard recipe for the Cloak of Caster's Choice"," A complicated recipe direct from the stingy gods for a scrumptious item!",RECIPE,TAKE,,,,,,,,,30012,12027,2807,4603,,,,30012,12027,2807,4603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,55555,,,0,,,,
30031," recipe fancy can whoopass"," a fancy recipe for a Can of Whoopass"," A complicated recipe direct from the stingy gods for a scrumptious item!",RECIPE,TAKE,,,,,,,,,30011,11317,2719,6218,,,,30011,11317,2719,6218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,55555,,,0,,,,
30030," recipe ambitious regenerator"," an ambitious recipe for the Regenerator"," A complicated recipe direct from the stingy gods for a scrumptious item!",RECIPE,TAKE,,,,,,,,,30010,10908,6519,2022,,,,30010,10908,6519,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,55555,,,0,,,,
30029," recipe difficult crash test helmet"," a difficult recipe for a Crash-Test Helmet"," A complicated recipe direct from the stingy gods for a scrumptious item!",RECIPE,TAKE,,,,,,,,,30009,20851,5605,17004,,,,30009,20851,5605,17004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,55555,,,0,,,,
30028," recipe complicated ubertank plate"," a complicated recipe for the Ubertank Plate"," A complicated recipe direct from the stingy gods for a scrumptious item!",RECIPE,TAKE,,,,,,,,,30008,211,12016,12021,,,,30008,211,12016,12021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,55555,,,0,,,,
30027," recipe tricky rusty spoon"," a tricky recipe for a Rusty Spoon"," A complicated recipe direct from the stingy gods for a scrumptious item!",RECIPE,TAKE,,,,,,,,,30007,8404,708,20848,,,,30007,8404,708,20848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,55555,,,0,,,,
30023," recipe simple boots super dooper swift"," a simple recipe for the Boots of Super Swiftliness"," A simple recipe direct from the generous gods for a delicious item!",RECIPE,TAKE,,,,,,,,,30013,5606,3053,11619,,,,30013,5606,3053,11619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,55555,,,0,,,,
30022," recipe basic cloak caster choice"," a basic recipe for the Cloak of Caster's Choice"," A simple recipe direct from the generous gods for a delicious item!",RECIPE,TAKE,,,,,,,,,30012,3043,4823,100,,,,30012,3043,4823,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,55555,,,0,,,,
30021," recipe piece cake can whoopass"," a 'piece of cake' recipe for a Can of Whoopass"," A simple recipe direct from the generous gods for a delicious item!",RECIPE,TAKE,,,,,,,,,30011,3607,11312,11602,,,,30011,3607,11312,11602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,55555,,,0,,,,
30020," recipe straightforward regenerator"," a straightforward recipe for the Regenerator"," A simple recipe direct from the generous gods for a delicious item!",RECIPE,TAKE,,,,,,,,,30010,1914,14512,9419,,,,30010,1914,14512,9419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,55555,,,0,,,,
30019," recipe uninvolved crash test helmet"," an uninvolved recipe for a Crash-Test Helmet"," A simple recipe direct from the generous gods for a delicious item!",RECIPE,TAKE,,,,,,,,,30009,4517,3059,3051,,,,30009,4517,3059,3051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,55555,,,0,,,,
30018," recipe plain ubertank plate"," a plain recipe for the Ubertank Plate"," A simple recipe direct from the generous gods for a delicious item!",RECIPE,TAKE,,,,,,,,,30008,3040,3056,10902,,,,30008,3040,3056,10902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,55555,,,0,,,,
30017," recipe easy rusty spoon"," an easy recipe for a Rusty Spoon"," A simple recipe direct from the generous gods for a delicious item!",RECIPE,TAKE,,,,,,,,,30007,20811,4802,7305,,,,30007,20811,4802,7305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,55555,,,0,,,,
30014," toy gun"," a toy gun"," a toy gun is lying on the ground.",FIRE WEAPON,TAKE HOLD,ANTI-RENT ANTI-AUCTION CHAOTIC ALL_DECAY NO_GIVE_MOB NO_TAKE_MOB,,,,,,,,3026,1,500,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,250000,125250,3026,1,,10,8000,500,,,100,,,,60
30013," boots super dooper swift antirent"," The Boots of Super Dooper Swiftliness"," Some sleek looking footwear is resting in the corner here.",ARMOR,TAKE FEET,HUM ANTI-RENT ANTI-AUCTION ALL_DECAY NO_GIVE_MOB NO_TAKE_MOB,268435456 9,DEX,25,DAMROLL,10,HITROLL,10,30,0,0,0,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,10,10,10,,,10,,,,800
30012," cloak caster choice antirent"," The Cloak of Caster's Choice"," A flowing cloak was lost here.",ARMOR,TAKE ABOUT,HUM ANTI-RENT ANTI-AUCTION ALL_DECAY NO_GIVE_MOB NO_TAKE_MOB,2048,MANA,500,MANA_REGEN,100,DAMROLL,10,30,0,0,0,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,10,10,10,,,10,,,,800
30011," can whoopass whoop ass antirent"," A Can of Whoopass"," A dented can was forgotten here.",MUSICAL,TAKE HOLD,HUM ANTI-RENT ANTI-AUCTION ALL_DECAY NO_GIVE_MOB NO_TAKE_MOB,268435456,DAMROLL,30,HITROLL,30,HIT,30,30,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,,,10,,,,800
30010," regenerator regen antirent"," The Regenerator"," Some odd object hums in the corner.",ARMOR,TAKE HEAD HANDS HOLD,HUM MAGICAL ANTI-RENT ANTI-AUCTION ALL_DECAY NO_GIVE_MOB NO_TAKE_MOB,,MANA_REGEN,150,HP_REGEN,250,DAMROLL,10,30,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,0,0,0,,,0,,,,800
30009," helmet crash test antirent"," A Crash-Test Helmet"," A battered helmet was forgotten here.",ARMOR,TAKE HEAD,HUM ANTI-RENT ANTI-AUCTION ALL_DECAY NO_GIVE_MOB NO_TAKE_MOB,159951036,SAVING_SPELL,20,SAVING_PARA,20,DAMROLL,10,30,0,0,0,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,10,10,10,,,10,,,,800
30008," plate uber tank antirent"," The Ubertank Plate"," A piece of crappy, rusty armor was kicked to the curb here.",ARMOR,TAKE BODY,GLOW MAGICAL BLESSED ANTI-RENT ANTI-AUCTION ALL_DECAY NO_GIVE_MOB NO_TAKE_MOB,262272,HIT,500,SAVING_SPELL,10,HP_REGEN,100,70,0,0,0,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,1,1,1,,,50,,,,800
30007," spoon rusty antirent"," a Rusty Spoon"," A small rusted spoon has been thrown on the ground.",WEAPON,TAKE WIELD,HUM MAGICAL BLESSED ANTI-RENT ANTI-AUCTION ALL_DECAY NO_GIVE_MOB NO_TAKE_MOB,536870912,DAMROLL,9,HITROLL,9,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,None,Crush,6,6,15,45,30,,,,13,3400,20,,,50,,,,800
30006," smokebomb bomb smoke"," a smokebomb"," A volatile smokebomb sits on the ground here.",TREASURE,TAKE,ANTI-RENT CHAOTIC,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,10,,,10,,,,
30005," mine landmine"," a landmine"," A landmine lies here, blinking rapidly.",UNDEFINED,TAKE,ANTI-RENT CHAOTIC,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20000,0,,,100,,,,
30004," powderkeg powder keg"," a powderkeg"," A keg full of gunpowder stands here.",MISSILE,TAKE HOLD,ANTI-RENT CHAOTIC,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,0,35000,0,,,100,,,,
30003," sign"," a faded sign"," A faded sign lies on the floor here.",UNDEFINED,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,,,100,,,,
30002," bloody executioners axe"," a large bloody axe"," A large bloody axe lies here abandoned.",WEAPON,TAKE WIELD,MAGICAL,,,,,,,,0,15,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,None,Slashing,15,1,15,15,15,,,,10,10,10,,,100,,,,
30001," fountain"," a small fountain"," A small fountain stands in the middle of the room here.",LIQUID CONTAINER,,,,,,,,,,10000,10000,1,0,,,,,,,,,,,,10000,10000,water,,FALSE,,,,,,,,,,,,,,,,,,,,,10,10,10,,,100,,,,
30000," rod travel"," The Rod of Travel"," A shiny golden rod with a crystal ball on top lies here.",STAFF,TAKE HOLD,ANTI-RENT,,MOVE,100,CON,4,,,20,25,25,75,,,,,,,,,,,,,,,,,,,,,,,75,20,25,25,,,,,,,,,,,6,20000,5000,,,10,,,,
305," fire wall flames"," A wall of flame"," An eruption of fire explodes upwards, blocking all exits.",OTHER,,GLOW NO_TAKE_MOB,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,,,10,,,,
301," boots red dragon scale"," a pair of red dragon scale boots"," Boots forged from the scales of a mighty red dragon radiate intense heat here on the ground.",ARMOR,TAKE FEET,GLOW ANTI-NEUTRAL ANTI-WARRIOR ANTI-THIEF ANTI-CLERIC ANTI-MAGIC_USER ANTI-NOMAD ANTI-PALADIN ANTI-ANTI-PALADIN ANTI-BARD,,DAMROLL,2,HITROLL,1,SKILL_ASSAULT,5,14,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,10,115000,11500,,,6,,,,
300," talon red dragon"," The Talon of a Red Dragon"," The long raking talon of a red dragon glows with an intense heat.",WEAPON,TAKE WIELD,GLOW ANTI-NEUTRAL ANTI-WARRIOR ANTI-NINJA ANTI-NOMAD ANTI-PALADIN ANTI-ANTI-PALADIN ANTI-BARD ANTI-COMMANDO LIMITED,,MANA_REGEN,10,DAMROLL,16,HITROLL,5,0,2,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,None,Claw,2,4,18,24,21,,,,25,10,110000,,,6,,,,
26050," hook holy cargo hook"," a holy cargo hook"," A holy cargo hook is here -- Lem's probably looking for it.",WEAPON,TAKE WIELD,,806387840,HITROLL,5,DAMROLL,8,,,0,5,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,None,Pierce,5,5,13,33,23,,,,10,10,10,,,10,,,,
26007," BGVII notebook book BG7"," Lumall Keep BG, Vol VII"," Lumall Keep BG, The Unabridged Volume.  Read contents or bg7 for more.",TRASH,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,,,100,,,,
26005," BGVI notebook book BG6"," Lumall Keep BG, Vol VI"," Lumall Keep BG Vol. VI is lying here.  Use BG6 for short.",UNDEFINED,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,,,10,,,,
26004," BGV notebook book BG5"," Lumall Keep BG, Vol V"," Lumall Keep BG Vol. V is lying here.  Use BG5 for short.",UNDEFINED,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,,,10,,,,
26003," BGIV notebook book BG4"," Lumall Keep BG, Vol IV"," Lumall Keep BG Vol. IV is lying here.  Use BG4 for short.",UNDEFINED,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,,,10,,,,
26002," BGIII notebook book BG3"," Lumall Keep BG, Vol III"," Lumall Keep BG Vol. III is lying here.  Use BG3 for short.",UNDEFINED,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,,,10,,,,
26001," BGII notebook book BG2"," Lumall Keep BG, Vol II"," Lumall Keep BG Vol. II is lying here.  Use BG2 for short.",UNDEFINED,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,,,10,,,,
26000," BG"," Lumall Keep BG, Vol. I"," Lumall Keep BG is lying here.  Use BG1 for short.",TRASH,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,,,10,,,,
9321," robe runed arcane"," An Arcane Runed Robe"," A black robe covered with arcane runes lies here.",ARMOR,TAKE BODY,GLOW MAGICAL,,MANA,5,DEX,2,,,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,10,15000,10,,,50,,,,
9320," crystal ring"," A Black Crystal Ring"," A ring made of what seems to be black ice lies here.",WORN,TAKE FINGER,GLOW MAGICAL,,DAMROLL,2,,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15000,10,,,50,,,,
9319," rod darklight"," A rod of darklight"," A thin black rod glows evilly in the dirt.",LIGHT,TAKE HOLD,GLOW MAGICAL ANTI-GOOD ANTI-NEUTRAL,,DAMROLL,1,,,,,0,0,-1,0,0,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1000,910,,,50,,,,
9318," Cloak Stalking"," A Cloak of Stalking"," A jet black cloak lies here in the dirt.",ARMOR,TAKE ABOUT,GLOW MAGICAL ANTI-GOOD ANTI-NEUTRAL,,HITROLL,1,,,,,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,6,7000,205,,,50,,,,
9316," signet ring"," A signet ring"," A large ring made of a black metal lies here.",WORN,TAKE FINGER,GLOW HUM INVISIBLE MAGICAL NO_DROP,,MANA,-10,HIT,-10,,,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16000,15,,,50,,,,
9315," githyanki blade"," A wicked-looking silver blade"," A runed and decorated Githyanki sword lies here.",WEAPON,TAKE WIELD,,,HITROLL,3,,,,,0,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,None,Slashing,2,6,2,12,7,,,,12,5000,5,,,50,,,,
9314," githyanki chainmail"," A suit of Githyanki chainmail"," A glinting suit of chainmail made from adamantite lies here.",ARMOR,TAKE BODY,,,,,,,,,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,25,5000,50,,,50,,,,
9312," swirling blue potion"," A swirling blue potion"," A swirling blue potion sits here.",POTION,TAKE,GLOW MAGICAL,,,,,,,,20,1,39,-1,,,,,,,,,,,,,,,,,,,,,,,1 39 -1,20,,,,,,,,,,,,,1,1,100,,,50,,,,
9311," blood red vial"," A blood red vial"," A small vial of a reddish color lies here.",POTION,TAKE,MAGICAL,,,,,,,,20,33,28,-1,,,,,,,,,,,,,,,,,,,,,,,33 28 -1,20,,,,,,,,,,,,,1,5000,100,,,50,,,,
9310," black pearl power"," The Black Pearl of Power"," A glistening black pearl lies here.",OTHER,TAKE HOLD,GLOW MAGICAL NO_DROP,,MANA,10,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5000,50,,,50,,,,
9309," staff arcane"," A staff with arcane symbols"," A small wooden staff lies here collecting dust.",STAFF,TAKE HOLD,GLOW MAGICAL,,MANA,5,,,,,9,5,5,16,,,,,,,,,,,,,,,,,,,,,,,16,9,5,5,,,,,,,,,,,15,5000,50,,,50,,,,
9308," skull belt"," A black leather belt with dangling skulls"," A black leather belt with the heads of previous victims lies here.",ARMOR,TAKE WAIST,HUM MAGICAL,,,,,,,,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,2,12500,50,,,50,,,,
9307," dragon shield"," Gold Dragon Shield"," A large gold shield, with a skull emblazoned on it lies here.",ARMOR,TAKE SHIELD,GLOW MAGICAL ANTI-GOOD ANTI-NEUTRAL,,SAVING_PETRI,2,SAVING_SPELL,-2,,,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,8,12500,50,,,50,,,,
